DemW10_R1,DemW18_R1,DemM6,DemM7,DemW3,prlfc_dem_age,DemC5,DemC8,DemC9,DemC23,CVDID
1.0,1.0,2.0,2.0,13.0,36.0,1.0,2.0,2.0,5.0,482.0
1.0,2.0,2.0,6.0,32.0,28.0,1.0,1.0,5.0,3.0,484.0
1.0,1.0,3.0,1.0,32.0,35.0,2.0,2.0,5.0,10.0,485.0
1.0,1.0,2.0,2.0,13.0,26.0,2.0,2.0,5.0,5.0,486.0
2.0,1.0,3.0,4.0,9.0,41.0,2.0,2.0,5.0,2.0,489.0
1.0,2.0,2.0,2.0,5.0,21.0,2.0,2.0,6.0,4.0,490.0
1.0,1.0,2.0,2.0,47.0,40.0,2.0,2.0,5.0,2.0,491.0
2.0,1.0,2.0,1.0,32.0,49.0,2.0,2.0,5.0,6.0,492.0
1.0,1.0,1.0,6.0,5.0,19.0,1.0,2.0,5.0,3.0,493.0
1.0,1.0,1.0,6.0,37.0,20.0,1.0,2.0,2.0,3.0,494.0
3.0,2.0,2.0,2.0,46.0,70.0,2.0,2.0,5.0,3.0,495.0
1.0,2.0,3.0,6.0,20.0,34.0,2.0,2.0,5.0,4.0,498.0
2.0,1.0,3.0,4.0,47.0,35.0,1.0,2.0,5.0,3.0,499.0
2.0,2.0,2.0,3.0,15.0,41.0,2.0,2.0,5.0,5.0,500.0
1.0,7.0,3.0,2.0,5.0,58.0,2.0,2.0,5.0,3.0,501.0
1.0,1.0,2.0,1.0,32.0,33.0,2.0,2.0,5.0,7.0,503.0
2.0,1.0,3.0,4.0,5.0,27.0,1.0,2.0,5.0,2.0,504.0
1.0,1.0,1.0,6.0,43.0,52.0,2.0,2.0,5.0,9.0,507.0
1.0,1.0,3.0,4.0,33.0,45.0,1.0,2.0,5.0,7.0,509.0
1.0,1.0,3.0,1.0,15.0,24.0,2.0,2.0,5.0,5.0,511.0
1.0,1.0,3.0,3.0,5.0,31.0,1.0,1.0,6.0,5.0,512.0
1.0,3.0,2.0,3.0,6.0,36.0,2.0,2.0,5.0,4.0,513.0
1.0,5.0,3.0,3.0,32.0,60.0,2.0,2.0,5.0,7.0,514.0
1.0,1.0,2.0,1.0,5.0,27.0,1.0,2.0,6.0,5.0,516.0
1.0,3.0,2.0,1.0,44.0,66.0,2.0,2.0,5.0,7.0,517.0
1.0,1.0,2.0,1.0,5.0,32.0,2.0,2.0,5.0,3.0,518.0
1.0,1.0,3.0,5.0,5.0,44.0,2.0,2.0,5.0,5.0,520.0
2.0,1.0,2.0,1.0,5.0,62.0,2.0,1.0,6.0,3.0,521.0
1.0,1.0,2.0,1.0,25.0,34.0,2.0,2.0,5.0,2.0,522.0
1.0,1.0,2.0,1.0,47.0,24.0,1.0,2.0,5.0,5.0,525.0
1.0,3.0,2.0,1.0,32.0,30.0,2.0,2.0,5.0,7.0,526.0
1.0,1.0,3.0,3.0,9.0,41.0,1.0,2.0,5.0,3.0,528.0
1.0,3.0,2.0,1.0,13.0,23.0,2.0,2.0,6.0,6.0,530.0
1.0,3.0,1.0,5.0,30.0,36.0,2.0,2.0,5.0,7.0,531.0
1.0,1.0,2.0,1.0,12.0,39.0,2.0,2.0,5.0,5.0,532.0
2.0,2.0,2.0,3.0,43.0,40.0,2.0,2.0,2.0,5.0,533.0
1.0,1.0,3.0,5.0,21.0,40.0,1.0,2.0,5.0,2.0,534.0
2.0,1.0,3.0,6.0,26.0,52.0,1.0,1.0,5.0,3.0,535.0
3.0,2.0,2.0,2.0,43.0,70.0,2.0,2.0,5.0,6.0,536.0
2.0,3.0,2.0,1.0,36.0,35.0,1.0,2.0,5.0,2.0,537.0
2.0,3.0,4.0,3.0,8.0,41.0,1.0,2.0,4.0,4.0,538.0
1.0,5.0,3.0,7.0,5.0,39.0,1.0,2.0,5.0,6.0,540.0
1.0,1.0,2.0,2.0,6.0,29.0,1.0,2.0,4.0,3.0,541.0
1.0,2.0,2.0,3.0,47.0,50.0,1.0,2.0,5.0,4.0,542.0
1.0,1.0,2.0,1.0,42.0,58.0,2.0,2.0,5.0,7.0,543.0
1.0,3.0,2.0,1.0,43.0,32.0,1.0,2.0,5.0,5.0,544.0
2.0,1.0,2.0,2.0,40.0,59.0,2.0,2.0,5.0,9.0,547.0
1.0,1.0,3.0,4.0,43.0,51.0,2.0,2.0,5.0,5.0,548.0
1.0,2.0,2.0,2.0,5.0,48.0,1.0,2.0,5.0,5.0,549.0
1.0,3.0,2.0,4.0,38.0,35.0,1.0,2.0,5.0,7.0,550.0
1.0,3.0,2.0,2.0,5.0,28.0,2.0,1.0,5.0,7.0,551.0
1.0,1.0,2.0,4.0,5.0,24.0,1.0,1.0,5.0,4.0,555.0
1.0,2.0,2.0,1.0,43.0,35.0,2.0,2.0,5.0,2.0,556.0
3.0,4.0,3.0,3.0,47.0,63.0,1.0,2.0,5.0,7.0,557.0
2.0,1.0,2.0,4.0,13.0,53.0,2.0,2.0,4.0,5.0,559.0
1.0,1.0,2.0,2.0,13.0,35.0,2.0,2.0,5.0,2.0,560.0
1.0,4.0,3.0,4.0,32.0,26.0,1.0,2.0,5.0,5.0,561.0
1.0,3.0,2.0,1.0,35.0,43.0,2.0,2.0,5.0,4.0,562.0
3.0,1.0,2.0,1.0,17.0,67.0,2.0,2.0,5.0,5.0,563.0
2.0,1.0,1.0,6.0,5.0,33.0,2.0,2.0,5.0,5.0,564.0
2.0,1.0,4.0,3.0,35.0,55.0,1.0,2.0,5.0,4.0,566.0
1.0,1.0,3.0,4.0,5.0,30.0,1.0,2.0,2.0,4.0,570.0
1.0,4.0,1.0,5.0,32.0,64.0,1.0,2.0,5.0,7.0,571.0
1.0,6.0,3.0,4.0,43.0,33.0,1.0,2.0,5.0,9.0,573.0
2.0,2.0,2.0,2.0,5.0,26.0,1.0,1.0,7.0,5.0,574.0
1.0,1.0,2.0,3.0,10.0,29.0,1.0,2.0,4.0,2.0,575.0
1.0,2.0,2.0,2.0,14.0,43.0,1.0,2.0,5.0,2.0,576.0
1.0,1.0,2.0,1.0,9.0,68.0,2.0,2.0,5.0,5.0,578.0
1.0,5.0,3.0,1.0,10.0,45.0,2.0,2.0,5.0,6.0,579.0
1.0,2.0,3.0,2.0,9.0,27.0,1.0,2.0,5.0,4.0,581.0
1.0,4.0,1.0,5.0,5.0,56.0,1.0,2.0,5.0,5.0,586.0
1.0,1.0,2.0,2.0,28.0,47.0,1.0,1.0,5.0,3.0,587.0
1.0,2.0,2.0,2.0,14.0,27.0,2.0,2.0,5.0,7.0,589.0
1.0,1.0,2.0,2.0,28.0,57.0,1.0,2.0,5.0,3.0,591.0
1.0,1.0,3.0,4.0,20.0,37.0,1.0,2.0,5.0,3.0,592.0
1.0,3.0,2.0,1.0,32.0,34.0,1.0,2.0,5.0,7.0,593.0
1.0,1.0,2.0,1.0,2.0,37.0,2.0,2.0,5.0,5.0,594.0
1.0,6.0,2.0,2.0,13.0,60.0,2.0,2.0,5.0,7.0,595.0
1.0,3.0,2.0,2.0,5.0,49.0,2.0,2.0,5.0,5.0,597.0
1.0,3.0,3.0,2.0,38.0,61.0,1.0,2.0,5.0,3.0,601.0
1.0,5.0,2.0,2.0,22.0,27.0,1.0,2.0,6.0,5.0,602.0
3.0,2.0,2.0,2.0,35.0,64.0,2.0,2.0,5.0,4.0,605.0
1.0,1.0,2.0,2.0,42.0,34.0,2.0,2.0,5.0,3.0,606.0
1.0,3.0,1.0,4.0,9.0,54.0,1.0,2.0,5.0,4.0,607.0
1.0,4.0,2.0,3.0,5.0,25.0,2.0,1.0,5.0,7.0,608.0
1.0,1.0,3.0,3.0,43.0,32.0,1.0,2.0,5.0,3.0,610.0
2.0,1.0,3.0,6.0,22.0,52.0,2.0,2.0,5.0,2.0,611.0
1.0,1.0,2.0,5.0,38.0,20.0,2.0,2.0,5.0,2.0,612.0
1.0,3.0,2.0,1.0,6.0,28.0,2.0,2.0,5.0,7.0,615.0
1.0,1.0,3.0,1.0,5.0,34.0,1.0,1.0,6.0,2.0,616.0
1.0,3.0,3.0,6.0,1.0,45.0,1.0,2.0,5.0,5.0,620.0
1.0,1.0,1.0,5.0,47.0,55.0,2.0,2.0,7.0,5.0,622.0
1.0,5.0,2.0,2.0,30.0,46.0,1.0,2.0,2.0,7.0,623.0
1.0,1.0,1.0,7.0,5.0,39.0,1.0,2.0,5.0,7.0,624.0
1.0,4.0,2.0,2.0,38.0,44.0,1.0,2.0,5.0,2.0,625.0
1.0,4.0,2.0,4.0,35.0,48.0,1.0,2.0,5.0,5.0,626.0
1.0,6.0,1.0,4.0,20.0,52.0,2.0,2.0,5.0,7.0,628.0
1.0,2.0,3.0,3.0,32.0,27.0,1.0,1.0,5.0,3.0,631.0
1.0,3.0,2.0,2.0,43.0,19.0,2.0,2.0,4.0,3.0,632.0
1.0,3.0,2.0,1.0,22.0,18.0,2.0,1.0,6.0,2.0,633.0
2.0,1.0,3.0,1.0,9.0,49.0,1.0,2.0,5.0,5.0,634.0
1.0,2.0,4.0,1.0,15.0,28.0,1.0,1.0,7.0,4.0,635.0
1.0,1.0,2.0,1.0,14.0,39.0,1.0,2.0,5.0,5.0,637.0
1.0,1.0,2.0,3.0,9.0,21.0,2.0,2.0,5.0,3.0,638.0
2.0,1.0,2.0,3.0,43.0,33.0,2.0,2.0,5.0,3.0,639.0
1.0,2.0,2.0,3.0,42.0,50.0,2.0,2.0,5.0,7.0,643.0
1.0,1.0,3.0,6.0,14.0,43.0,2.0,2.0,5.0,5.0,644.0
2.0,1.0,3.0,2.0,5.0,29.0,1.0,2.0,5.0,5.0,645.0
1.0,7.0,3.0,3.0,43.0,31.0,1.0,1.0,5.0,2.0,646.0
1.0,2.0,3.0,2.0,30.0,41.0,1.0,2.0,5.0,3.0,647.0
1.0,2.0,2.0,1.0,46.0,26.0,2.0,2.0,5.0,3.0,648.0
1.0,2.0,2.0,3.0,9.0,47.0,2.0,2.0,5.0,7.0,649.0
1.0,4.0,2.0,2.0,1.0,20.0,1.0,2.0,2.0,5.0,650.0
1.0,2.0,3.0,6.0,42.0,28.0,1.0,2.0,5.0,2.0,652.0
1.0,5.0,1.0,7.0,5.0,45.0,2.0,2.0,5.0,3.0,653.0
1.0,3.0,2.0,2.0,16.0,68.0,2.0,2.0,5.0,5.0,654.0
1.0,2.0,2.0,4.0,21.0,33.0,2.0,2.0,5.0,3.0,655.0
1.0,2.0,2.0,2.0,10.0,19.0,1.0,2.0,6.0,3.0,656.0
1.0,2.0,2.0,2.0,14.0,26.0,1.0,2.0,5.0,7.0,657.0
1.0,2.0,1.0,5.0,48.0,22.0,1.0,2.0,5.0,3.0,658.0
1.0,2.0,3.0,2.0,14.0,25.0,2.0,1.0,5.0,7.0,659.0
1.0,1.0,3.0,5.0,46.0,30.0,1.0,2.0,6.0,5.0,661.0
1.0,3.0,2.0,1.0,47.0,28.0,2.0,2.0,2.0,6.0,662.0
1.0,2.0,3.0,4.0,13.0,50.0,2.0,2.0,5.0,4.0,663.0
1.0,2.0,2.0,2.0,13.0,58.0,2.0,2.0,5.0,4.0,664.0
1.0,2.0,4.0,2.0,3.0,49.0,1.0,2.0,5.0,3.0,665.0
1.0,1.0,2.0,2.0,5.0,56.0,2.0,2.0,5.0,3.0,666.0
1.0,3.0,2.0,1.0,5.0,38.0,2.0,2.0,5.0,5.0,667.0
1.0,1.0,2.0,2.0,27.0,25.0,2.0,2.0,5.0,3.0,668.0
1.0,1.0,3.0,6.0,43.0,62.0,2.0,2.0,5.0,2.0,669.0
1.0,1.0,3.0,3.0,38.0,57.0,2.0,2.0,5.0,5.0,670.0
1.0,1.0,1.0,4.0,42.0,27.0,1.0,2.0,5.0,3.0,673.0
2.0,1.0,2.0,1.0,9.0,31.0,2.0,2.0,5.0,2.0,675.0
1.0,2.0,2.0,1.0,13.0,25.0,2.0,2.0,5.0,5.0,676.0
1.0,4.0,1.0,6.0,5.0,29.0,1.0,2.0,5.0,5.0,677.0
1.0,1.0,1.0,7.0,43.0,29.0,1.0,2.0,5.0,5.0,682.0
1.0,2.0,2.0,3.0,46.0,29.0,1.0,2.0,2.0,5.0,683.0
1.0,1.0,3.0,5.0,43.0,52.0,2.0,2.0,5.0,5.0,684.0
1.0,5.0,3.0,5.0,21.0,51.0,2.0,2.0,5.0,3.0,685.0
1.0,1.0,2.0,2.0,37.0,39.0,2.0,2.0,5.0,2.0,687.0
1.0,2.0,1.0,2.0,5.0,33.0,2.0,2.0,2.0,5.0,688.0
1.0,4.0,3.0,1.0,6.0,21.0,2.0,2.0,4.0,4.0,690.0
1.0,2.0,3.0,3.0,3.0,44.0,2.0,2.0,5.0,3.0,693.0
1.0,1.0,2.0,3.0,20.0,56.0,2.0,2.0,5.0,4.0,697.0
1.0,3.0,3.0,5.0,22.0,39.0,1.0,2.0,5.0,5.0,698.0
1.0,2.0,3.0,2.0,35.0,41.0,1.0,2.0,5.0,2.0,699.0
1.0,4.0,1.0,3.0,5.0,50.0,2.0,2.0,5.0,4.0,700.0
1.0,3.0,2.0,1.0,5.0,32.0,2.0,1.0,1.0,5.0,701.0
1.0,3.0,2.0,2.0,32.0,66.0,1.0,2.0,5.0,3.0,702.0
1.0,5.0,2.0,2.0,21.0,29.0,1.0,2.0,5.0,5.0,703.0
2.0,1.0,2.0,5.0,38.0,24.0,2.0,2.0,5.0,6.0,704.0
1.0,1.0,2.0,1.0,5.0,33.0,2.0,2.0,5.0,5.0,705.0
1.0,5.0,2.0,2.0,6.0,37.0,2.0,2.0,5.0,7.0,706.0
1.0,2.0,2.0,2.0,49.0,35.0,2.0,2.0,5.0,5.0,708.0
1.0,1.0,2.0,2.0,32.0,49.0,1.0,2.0,5.0,5.0,709.0
1.0,4.0,3.0,4.0,9.0,42.0,1.0,2.0,5.0,6.0,710.0
1.0,1.0,2.0,1.0,5.0,50.0,1.0,2.0,5.0,3.0,711.0
1.0,1.0,2.0,2.0,25.0,33.0,2.0,2.0,4.0,4.0,714.0
1.0,4.0,2.0,1.0,12.0,37.0,2.0,2.0,4.0,8.0,715.0
1.0,1.0,1.0,6.0,5.0,77.0,1.0,2.0,5.0,5.0,716.0
1.0,2.0,3.0,3.0,39.0,27.0,2.0,2.0,2.0,5.0,720.0
1.0,4.0,2.0,1.0,5.0,32.0,2.0,2.0,6.0,4.0,722.0
1.0,2.0,1.0,4.0,38.0,39.0,1.0,2.0,5.0,7.0,723.0
1.0,2.0,3.0,3.0,13.0,59.0,2.0,2.0,5.0,4.0,724.0
1.0,4.0,2.0,2.0,5.0,36.0,1.0,2.0,2.0,3.0,725.0
1.0,5.0,2.0,2.0,5.0,32.0,1.0,2.0,5.0,8.0,727.0
1.0,3.0,3.0,3.0,5.0,26.0,1.0,1.0,5.0,5.0,728.0
1.0,3.0,3.0,4.0,39.0,28.0,1.0,2.0,5.0,4.0,729.0
1.0,1.0,2.0,3.0,42.0,50.0,2.0,2.0,5.0,3.0,730.0
1.0,1.0,3.0,4.0,25.0,32.0,1.0,2.0,5.0,3.0,732.0
1.0,2.0,3.0,2.0,26.0,34.0,1.0,2.0,5.0,4.0,733.0
1.0,4.0,2.0,2.0,37.0,31.0,1.0,2.0,5.0,9.0,735.0
1.0,2.0,2.0,2.0,5.0,42.0,2.0,2.0,5.0,3.0,736.0
1.0,2.0,3.0,4.0,10.0,42.0,2.0,2.0,5.0,3.0,737.0
1.0,2.0,2.0,1.0,32.0,29.0,1.0,1.0,8.0,3.0,738.0
3.0,3.0,2.0,2.0,13.0,66.0,1.0,2.0,5.0,7.0,739.0
1.0,4.0,2.0,2.0,9.0,40.0,2.0,1.0,5.0,5.0,740.0
1.0,2.0,2.0,3.0,5.0,42.0,2.0,2.0,5.0,4.0,741.0
1.0,1.0,2.0,1.0,4.0,38.0,2.0,2.0,5.0,5.0,745.0
1.0,2.0,1.0,7.0,5.0,58.0,1.0,2.0,5.0,3.0,748.0
1.0,3.0,3.0,2.0,43.0,31.0,2.0,1.0,5.0,3.0,750.0
1.0,3.0,3.0,2.0,33.0,43.0,2.0,2.0,5.0,3.0,751.0
1.0,4.0,2.0,3.0,17.0,41.0,1.0,2.0,2.0,9.0,752.0
1.0,2.0,3.0,5.0,7.0,33.0,1.0,2.0,5.0,3.0,754.0
1.0,4.0,3.0,3.0,27.0,36.0,2.0,2.0,5.0,4.0,755.0
1.0,3.0,2.0,1.0,5.0,30.0,1.0,1.0,5.0,4.0,756.0
1.0,2.0,3.0,3.0,36.0,39.0,1.0,2.0,4.0,3.0,758.0
1.0,1.0,3.0,1.0,32.0,31.0,1.0,2.0,5.0,3.0,759.0
1.0,3.0,3.0,3.0,45.0,40.0,2.0,2.0,5.0,4.0,761.0
1.0,2.0,2.0,2.0,21.0,28.0,1.0,2.0,5.0,5.0,762.0
1.0,5.0,3.0,4.0,42.0,32.0,1.0,2.0,5.0,7.0,763.0
1.0,2.0,3.0,1.0,13.0,26.0,1.0,2.0,2.0,4.0,765.0
1.0,2.0,2.0,1.0,22.0,30.0,2.0,2.0,5.0,3.0,766.0
1.0,3.0,1.0,4.0,38.0,51.0,1.0,2.0,5.0,5.0,768.0
1.0,3.0,2.0,2.0,37.0,62.0,1.0,2.0,5.0,5.0,769.0
1.0,4.0,3.0,6.0,35.0,31.0,1.0,2.0,5.0,5.0,770.0
1.0,5.0,1.0,5.0,16.0,56.0,2.0,2.0,5.0,6.0,771.0
1.0,3.0,2.0,1.0,32.0,63.0,2.0,2.0,5.0,2.0,773.0
1.0,1.0,3.0,3.0,35.0,46.0,2.0,1.0,2.0,5.0,774.0
1.0,4.0,2.0,2.0,13.0,40.0,1.0,2.0,5.0,5.0,775.0
1.0,3.0,3.0,3.0,33.0,62.0,2.0,2.0,5.0,3.0,777.0
1.0,3.0,2.0,2.0,33.0,38.0,1.0,2.0,5.0,7.0,778.0
1.0,2.0,2.0,1.0,9.0,26.0,1.0,1.0,5.0,3.0,779.0
1.0,3.0,2.0,1.0,42.0,28.0,1.0,2.0,5.0,5.0,780.0
1.0,4.0,2.0,3.0,43.0,25.0,1.0,2.0,2.0,6.0,781.0
2.0,4.0,2.0,3.0,43.0,34.0,1.0,2.0,5.0,4.0,783.0
1.0,3.0,3.0,2.0,47.0,65.0,1.0,2.0,5.0,3.0,784.0
1.0,2.0,2.0,1.0,49.0,37.0,1.0,2.0,5.0,3.0,786.0
1.0,3.0,2.0,2.0,42.0,63.0,2.0,2.0,5.0,5.0,789.0
1.0,2.0,1.0,7.0,5.0,55.0,1.0,2.0,2.0,4.0,790.0
1.0,1.0,2.0,1.0,22.0,27.0,1.0,2.0,4.0,5.0,791.0
1.0,4.0,3.0,6.0,5.0,60.0,2.0,2.0,5.0,6.0,793.0
1.0,2.0,2.0,2.0,33.0,30.0,2.0,2.0,4.0,3.0,794.0
1.0,4.0,2.0,3.0,32.0,42.0,1.0,2.0,5.0,7.0,795.0
1.0,3.0,1.0,6.0,43.0,56.0,1.0,2.0,5.0,5.0,797.0
1.0,2.0,3.0,3.0,33.0,31.0,2.0,2.0,5.0,5.0,798.0
1.0,5.0,2.0,2.0,5.0,36.0,1.0,2.0,5.0,5.0,800.0
1.0,5.0,2.0,2.0,11.0,45.0,1.0,2.0,5.0,5.0,801.0
1.0,4.0,2.0,2.0,49.0,42.0,1.0,2.0,5.0,5.0,804.0
1.0,2.0,2.0,4.0,48.0,32.0,2.0,2.0,5.0,5.0,805.0
2.0,2.0,3.0,3.0,14.0,36.0,1.0,2.0,5.0,5.0,806.0
1.0,1.0,2.0,1.0,5.0,32.0,2.0,2.0,5.0,7.0,807.0
1.0,3.0,2.0,2.0,46.0,30.0,2.0,2.0,5.0,7.0,808.0
1.0,4.0,1.0,7.0,32.0,39.0,2.0,1.0,5.0,5.0,809.0
1.0,6.0,2.0,2.0,30.0,49.0,2.0,2.0,2.0,5.0,811.0
1.0,3.0,2.0,3.0,32.0,51.0,1.0,2.0,5.0,3.0,812.0
1.0,1.0,2.0,2.0,10.0,50.0,2.0,2.0,2.0,6.0,813.0
1.0,4.0,3.0,3.0,13.0,40.0,1.0,2.0,5.0,7.0,814.0
1.0,3.0,2.0,2.0,9.0,32.0,1.0,2.0,5.0,3.0,817.0
1.0,3.0,2.0,1.0,5.0,28.0,1.0,2.0,5.0,5.0,819.0
1.0,5.0,2.0,2.0,5.0,22.0,1.0,1.0,6.0,3.0,821.0
1.0,4.0,3.0,4.0,25.0,64.0,1.0,2.0,5.0,7.0,822.0
1.0,5.0,2.0,2.0,5.0,22.0,1.0,1.0,5.0,5.0,823.0
1.0,4.0,2.0,2.0,5.0,48.0,1.0,2.0,5.0,7.0,824.0
1.0,3.0,1.0,5.0,32.0,25.0,1.0,2.0,5.0,7.0,825.0
1.0,2.0,2.0,2.0,14.0,41.0,1.0,2.0,5.0,5.0,826.0
1.0,3.0,3.0,5.0,45.0,53.0,2.0,2.0,5.0,5.0,827.0
1.0,3.0,2.0,4.0,13.0,46.0,1.0,2.0,5.0,3.0,828.0
1.0,4.0,2.0,2.0,47.0,59.0,2.0,2.0,5.0,5.0,829.0
1.0,4.0,2.0,1.0,37.0,67.0,1.0,2.0,5.0,3.0,830.0
1.0,1.0,2.0,1.0,7.0,35.0,1.0,2.0,4.0,3.0,831.0
1.0,4.0,1.0,5.0,14.0,32.0,1.0,2.0,5.0,3.0,832.0
1.0,2.0,1.0,6.0,9.0,44.0,2.0,2.0,5.0,4.0,835.0
1.0,3.0,1.0,5.0,15.0,31.0,1.0,2.0,5.0,5.0,836.0
1.0,3.0,2.0,2.0,36.0,46.0,2.0,2.0,5.0,5.0,837.0
1.0,3.0,2.0,1.0,13.0,29.0,2.0,2.0,5.0,8.0,839.0
1.0,7.0,3.0,4.0,13.0,25.0,1.0,2.0,5.0,4.0,840.0
1.0,2.0,2.0,3.0,25.0,66.0,2.0,2.0,5.0,5.0,842.0
1.0,4.0,3.0,2.0,22.0,27.0,1.0,2.0,6.0,9.0,843.0
1.0,5.0,2.0,2.0,47.0,28.0,2.0,2.0,5.0,6.0,845.0
1.0,4.0,1.0,7.0,16.0,51.0,1.0,2.0,5.0,4.0,846.0
1.0,3.0,2.0,1.0,23.0,30.0,2.0,2.0,5.0,5.0,847.0
1.0,6.0,3.0,5.0,5.0,57.0,2.0,2.0,5.0,3.0,850.0
1.0,2.0,3.0,1.0,28.0,35.0,2.0,2.0,5.0,4.0,853.0
1.0,3.0,2.0,2.0,47.0,55.0,2.0,2.0,5.0,8.0,854.0
1.0,3.0,2.0,4.0,9.0,30.0,1.0,2.0,4.0,3.0,855.0
1.0,2.0,1.0,6.0,31.0,48.0,1.0,2.0,5.0,5.0,856.0
1.0,3.0,2.0,1.0,20.0,23.0,2.0,2.0,5.0,5.0,858.0
1.0,3.0,2.0,2.0,9.0,26.0,2.0,2.0,5.0,3.0,859.0
1.0,2.0,3.0,4.0,5.0,47.0,2.0,2.0,5.0,5.0,860.0
1.0,4.0,3.0,3.0,22.0,27.0,2.0,2.0,5.0,7.0,862.0
1.0,3.0,2.0,3.0,9.0,32.0,1.0,2.0,5.0,5.0,863.0
1.0,4.0,1.0,6.0,5.0,60.0,1.0,2.0,2.0,4.0,864.0
1.0,4.0,1.0,7.0,5.0,33.0,1.0,2.0,5.0,5.0,865.0
1.0,1.0,3.0,4.0,37.0,43.0,2.0,2.0,5.0,3.0,866.0
1.0,3.0,2.0,1.0,23.0,39.0,2.0,2.0,5.0,8.0,869.0
1.0,3.0,2.0,1.0,23.0,39.0,1.0,2.0,5.0,2.0,870.0
1.0,4.0,2.0,2.0,9.0,60.0,2.0,1.0,5.0,3.0,871.0
1.0,5.0,2.0,3.0,5.0,30.0,1.0,2.0,5.0,9.0,872.0
1.0,5.0,3.0,5.0,35.0,41.0,1.0,2.0,5.0,5.0,873.0
1.0,5.0,1.0,6.0,43.0,54.0,1.0,2.0,5.0,5.0,874.0
1.0,3.0,2.0,4.0,5.0,47.0,1.0,2.0,4.0,4.0,877.0
1.0,6.0,3.0,1.0,13.0,55.0,2.0,2.0,5.0,9.0,879.0
1.0,3.0,3.0,2.0,10.0,42.0,1.0,2.0,4.0,7.0,880.0
1.0,5.0,2.0,4.0,32.0,35.0,1.0,2.0,2.0,5.0,882.0
1.0,2.0,2.0,1.0,49.0,35.0,2.0,2.0,5.0,5.0,884.0
2.0,1.0,2.0,1.0,5.0,56.0,2.0,2.0,5.0,5.0,885.0
1.0,4.0,2.0,1.0,5.0,53.0,1.0,2.0,2.0,7.0,886.0
1.0,4.0,3.0,2.0,13.0,30.0,1.0,2.0,2.0,5.0,889.0
1.0,3.0,2.0,3.0,33.0,26.0,2.0,2.0,5.0,3.0,890.0
1.0,4.0,1.0,6.0,35.0,21.0,1.0,2.0,5.0,3.0,891.0
1.0,3.0,2.0,2.0,16.0,37.0,2.0,2.0,5.0,5.0,893.0
1.0,3.0,2.0,2.0,5.0,27.0,1.0,1.0,5.0,5.0,894.0
1.0,6.0,3.0,5.0,43.0,31.0,1.0,2.0,5.0,7.0,895.0
1.0,5.0,3.0,4.0,5.0,34.0,2.0,2.0,5.0,5.0,896.0
1.0,4.0,3.0,4.0,9.0,35.0,1.0,2.0,2.0,5.0,897.0
1.0,2.0,2.0,1.0,10.0,38.0,1.0,2.0,5.0,5.0,899.0
1.0,4.0,1.0,6.0,9.0,73.0,1.0,2.0,5.0,5.0,900.0
1.0,5.0,1.0,6.0,13.0,62.0,1.0,2.0,5.0,4.0,901.0
1.0,5.0,1.0,5.0,5.0,44.0,1.0,1.0,5.0,3.0,902.0
1.0,2.0,3.0,2.0,30.0,24.0,2.0,2.0,5.0,7.0,907.0
1.0,4.0,1.0,6.0,43.0,21.0,1.0,2.0,5.0,5.0,908.0
1.0,5.0,1.0,6.0,25.0,26.0,1.0,2.0,5.0,9.0,912.0
1.0,5.0,2.0,1.0,9.0,41.0,1.0,2.0,5.0,5.0,917.0
1.0,3.0,3.0,3.0,38.0,44.0,2.0,2.0,5.0,3.0,919.0
1.0,5.0,2.0,1.0,5.0,29.0,2.0,2.0,5.0,7.0,920.0
1.0,4.0,2.0,4.0,37.0,22.0,1.0,2.0,5.0,3.0,921.0
1.0,3.0,2.0,1.0,44.0,33.0,2.0,2.0,5.0,5.0,923.0
1.0,2.0,2.0,3.0,22.0,27.0,2.0,2.0,5.0,5.0,924.0
1.0,3.0,2.0,2.0,18.0,24.0,1.0,2.0,2.0,5.0,925.0
1.0,3.0,2.0,2.0,9.0,29.0,1.0,1.0,5.0,4.0,927.0
1.0,3.0,2.0,1.0,5.0,30.0,2.0,2.0,5.0,4.0,930.0
1.0,2.0,1.0,5.0,13.0,40.0,2.0,1.0,5.0,4.0,931.0
1.0,6.0,2.0,4.0,38.0,54.0,1.0,2.0,5.0,5.0,932.0
1.0,3.0,2.0,1.0,49.0,26.0,2.0,2.0,5.0,2.0,933.0
1.0,3.0,2.0,3.0,5.0,32.0,1.0,2.0,5.0,7.0,935.0
1.0,2.0,1.0,5.0,1.0,43.0,2.0,2.0,5.0,3.0,936.0
1.0,4.0,2.0,1.0,14.0,42.0,2.0,2.0,5.0,7.0,937.0
1.0,5.0,2.0,2.0,5.0,34.0,1.0,2.0,2.0,5.0,938.0
1.0,3.0,3.0,2.0,3.0,48.0,1.0,2.0,5.0,4.0,939.0
1.0,5.0,2.0,1.0,1.0,45.0,2.0,2.0,5.0,3.0,940.0
2.0,7.0,2.0,1.0,43.0,48.0,2.0,3.0,8.0,3.0,941.0
1.0,6.0,2.0,2.0,43.0,59.0,1.0,2.0,5.0,7.0,942.0
1.0,3.0,1.0,6.0,30.0,27.0,1.0,2.0,5.0,5.0,943.0
1.0,4.0,1.0,5.0,38.0,33.0,1.0,2.0,5.0,5.0,945.0
1.0,2.0,2.0,2.0,1.0,27.0,2.0,2.0,4.0,5.0,946.0
